index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"7265,6.5,2784,765,Trafalgar Abbey Belgian Spice Ale,Belgian Dark Ale,3.0,3.5,3.0,3.0,3.5,""2004 version, now brewed on a year round basis. Currently available on tap at C'est What.		Appearance: 650ml bottle purchased @ the brewery. No label on the bottle. The pour is a very dark mohogany colour. Minimal head that fades down to a ring.		Smell: The nose is light and woody with little bit of fruitiness and maybe some rye. Spicey too.		Taste & Mouthfeel: Hmmm...not sure how to describe this one. Up front there is not much happening here. Some bubbly mouthfeel but not much else. Mid-sip the flavours go to a semi-sweet fruitiness but i can't put my finiger on it. Towards the end, everything seems to creep forward. Spice becomes more prominent again highlighted by a slight woodiness. Whiskey malt in there maybe? A touch of tang on the finish. Bitter, lingering finish. Smoothes out at the end.		Drinkability: I'm not sure what to make of this beer. It should be an Abbey-style ale. Not sure it lives up to that billing. Somehow this beer seemed to underachieve for me. In fact, it reminded me of homebrew. Still, interesting in some aspects (spice/rye) but overall, not highly recommended."",""{'min': 31, 'hour': 16, 'mday': 12, 'sec': 45, 'year': 2004, 'wday': 0, 'mon': 7, 'isdst': 0, 'yday': 194}"",1089649905,,,,,Popsinc";;;;;;;;;;;;
"10032,5.3,959,365,Pike Pale Ale,American Pale Ale (APA),3.0,2.5,2.0,2.5,2.5,""This beer appears quite nicely in a glass, red/gold in color with a decent head. It smells a bit nutty and maybe even a little sweaty(!?!?) The taste is fair, a little spicy with a dank after taste. Drinkability is okay, nothing to write home about though. All in all it isn't my favorite pale, but if its in someones fridge I'd have it. I am suprised that this beer isn't better than it is considering the amount of great beer that comes from the Pacific North West."",""{'min': 56, 'hour': 4, 'mday': 13, 'sec': 17, 'year': 2005, 'wday': 6, 'mon': 11, 'isdst': 0, 'yday': 317}"",1131857777,,,,,pegtheamazing";;;;;;;;;;;;
"29577,7.2,5441,1199,Founders Centennial IPA,American IPA,4.0,4.0,4.5,4.0,4.5,""A: Coppery brown, non-clarified. Head reduced quickly but left a nice ring and a few wisps. Fairly still inside the glass.		S: Lightly fruity, gentle citrus, some caramel and pine cone.		T: Interesting brew. Begins out right caramely, with some hints of honey and butterscotch. Moves towards pineapple, cooked strawberry and some apricot. Pine pops up, sappy and rich with some woody cone characteristics. Mingling of orange and grapefruit citrus coast this beer to conclusion. Finishes floral and sweet.		M: Medium body, nice carbonation.		D: This is a """"wow"""" beer. I cracked this expecting just another IPA and boy was I surprised. Consider me a fan."",""{'min': 24, 'hour': 4, 'mday': 12, 'sec': 19, 'year': 2006, 'wday': 1, 'mon': 9, 'isdst': 0, 'yday': 255}"",1158035059,,,,,Westsidethreat";;;;;;;;;;;;
"34382,6.5,7348,1199,Founders Porter,American Porter,4.5,4.0,4.0,4.5,4.0,""Pours coal black, syrupy";" with a thin brown head.		Subtle flavors in the nose. Coffee, chocolate and hops are noticeable. 		Malt and chocolate on the tongue. 		It's creamy and buttery in the mouth, with only a hint of bitter in the finish. Despite a reasonably high IBU rating, it's only slightly bitter and not for very long";" balanced by the malty flavors.		This would make a great dessert beer, and trust me, you'd want seconds."",""{'min': 25, 'hour': 15, 'mday': 13, 'sec': 48, 'year': 2009, 'wday': 5, 'mon': 6, 'isdst': 0, 'yday': 164}"",1244906748,,,,,RickS95";;;;;;;;;;
"19578,6.5,20478,1199,Founders Harvest Ale,American IPA,4.0,4.5,4.0,4.0,4.5,""12oz bottle from the fridge. Aprox $4.50 for a single at Marty's in Newton, Mass..Ouch.		Pours clear and golden with a one inch head of dense white with a slow retreat and some decent lacing.		Aromatics lead off with a blast of pungent pine and citrus-laden hops. Tropical fruit and a hint of cut grass.		Medium bodied with a crisp, snappy mouthfeel.		A mildly stinging hop lash starts the palate with loads of resinous pine, citrus pith, and dank hop juice. Light malt is way in the back and the bitterness is firm and smooth. 		Finishes with lingering citrus fruit and plenty of stinging bitterness.		What a great drinker. Probably the best wet-hop beer I've had yet."",""{'min': 30, 'hour': 0, 'mday': 29, 'sec': 11, 'year': 2009, 'wday': 3, 'mon': 10, 'isdst': 0, 'yday': 302}"",1256776211,,,,Male,brewandbbq";;;;;;;;;;;;
"46745,6.0,2324,394,Stoudt's Fat Dog Stout,American Stout,4.5,4.5,4.5,4.5,5.0,""I am sampling a chilled big bottle from the brewery, I bought this at the pub about 6 months ago and its been in my fridge since. I pour the brew into a snifter and the color is immediately impressive. A very drak brown pour with no light penetrating. Soft fluffy tan chocolate milk colored head foams up nicely and sticks around a while. Aroma is very appealing, with nice roasted malt scents mixing with chocolate, cocoa powder, and some coffee grinds too. I also get very faint pine hops in the background, but make no mistake this is a malty one first.	First sip reveals a smooth creamy texture very light rolling carbonation. Flavor is all the nose advertises, rich chocolate and roasted flavors explode in my mouth. I get brief hits of piney hops on the swallow as well. A very tasty brew that impressed me immensely. Cant wait for the next trip to PA to get this one again!!"",""{'min': 7, 'hour': 15, 'mday': 5, 'sec': 42, 'year': 2004, 'wday': 6, 'mon': 9, 'isdst': 0, 'yday': 249}"",1094396862,1217343847.0,""May 15, 1976"",200991600.0,Male,sulldaddy";;;;;;;;;;;;
"44827,4.4,429,1,Pilsner Urquell,Czech Pilsener,4.5,4.0,3.5,4.0,3.5,""Pilsner Urquell		12oz Bottle into Pilsner Urquell Glass		Pours a crystal clear golden yellow with a wispy white head.		Grassy hops in the aroma with just a few whiffs of vegetables--creamed corn, perhaps. There is also a nice grain-like quality in here as well. Thankfully this bottle was pulled from the middle of an unopened case so there was no chance this bottle had been light-struck.		Very crisp with hints of grain washing about--hops are slightly grassy and pretty tame. Finish has hints of grain followed by a lingering hops bitterness.		I was ashamed that I had yet to try the originator of the style, glass to give it a try now, While I like it, it definitely doesn't stand up to some versions I've tried. The mellowness was somewhat a letdown. I realize that Czech Pilsners are less hoppy than their German counterparts there still seemed to be something lacking here. Overall, a very decent beer."",""{'min': 35, 'hour': 3, 'mday': 1, 'sec': 19, 'year': 2011, 'wday': 6, 'mon': 5, 'isdst': 0, 'yday': 121}"",1304220919,,,,,mduncan";;;;;;;;;;;;
"41743,6.6,1324,263,Aecht Schlenkerla Rauchbier Urbock,Rauchbier,4.0,4.5,4.0,4.5,5.0,""This beer was poured into the glass a simple medium brown color until it was held to the light, then the ruby red showed through. The head was brown/beige in color, and the lace slid down the glass almost the whole way to the finish. The aroma was of leather and smoke, like a smoked ham or salmon, that is it. The taste was nice, it had flavors of smoke, charcoal and some slight fruit all the way through it. Some malt caramel did take place in my mouth but was overshadowed by the smoke. At the end the only flavor I said to a guy next to me at the bar was &#8220";beef jerky&#8221;" It tasted like a good/great beef jerky. I liked it, it was a good finish to a nice session of drinking fine beer. The flavor lasted in my mouth till I got to my car. Not an everyday beer, but worth getting when available."",""{'min': 32, 'hour': 12, 'mday': 13, 'sec': 42, 'year': 2003, 'wday': 0, 'mon': 1, 'isdst': 0, 'yday': 13}"",1042461162,,,,,Jarod";;;;;;;;;;
"3898,8.4,52211,14879,Frog's Hollow Double Pumpkin Ale,Pumpkin Ale,4.0,4.0,4.0,4.0,4.5,""22oz bottle, think i scooped this at Binny's - Schaumburg		appearance: split and served in imperial pints...clear golden-orange body, 1"""" white foam head with good retention		smell: pumpkin pie - lots of spice - cinnamon, nutmeg, ginger, allspice. 		taste: good pumpkin flavor - vanilla and cream provides a moderately heavy sweetness. Spices feature nutmeg, cinnamon, ginger, allspice. Bready malts, light alcohol warming		mouthfeel: medium-light, touch of alcohol		drinkability: good"",""{'min': 18, 'hour': 16, 'mday': 30, 'sec': 0, 'year': 2010, 'wday': 5, 'mon': 10, 'isdst': 0, 'yday': 303}"",1288455480,,,,,dirtylou";;;;;;;;;;;;
"16627,12.0,17538,1199,Founders Devil Dancer,American Double / Imperial IPA,3.0,3.5,3.0,3.0,3.5,""Pours a hazy amber orange color when held up to the light, otherwise it is a drab brown amber color. Barely a wisp of a head forms when poured, but if roused forms a thin amber-tan color. The aroma is a mix of concentrated malt and hops with a bit of alcohol in the finish. The aroma is a bit muddy actually, I was expecting a bit more of a hop attack.		The taste is thick and rich with concentrated notes of hops and malt, and that same muddy note that is found in the aroma. Up front this has nice concentrated notes of pure hop nectar (lots of citrus with notes of pine, herbs and a bit of menthol), it does seem to die off in the finish though. This has quite a thick, syrup-like palate to it"; it sticks to your mouth even after you have swallowed it, and for some reason it is not all that pleasant. The malt also plays a heavy hand in this beer, it is not just all hops;" there is a concentrated unfermented beer taste to it (very similar to malt extract), with lots of notes of caramel, & toasted malt. I am gonna have to say that this was pushed a bit too far, it is a bit too over the top. The flavors just clash on my palate."",""{'min': 11, 'hour': 5, 'mday': 5, 'sec': 34, 'year': 2005, 'wday': 5, 'mon': 11, 'isdst': 0, 'yday': 309}"",1131167494,,,,,Gueuzedude";;;;;;;;;;
"13303,4.0,28727,11203,Curly Tail Ale,American Blonde Ale,4.0,3.5,3.5,3.5,3.5,""On-tap at the brewpub. This was one of my favorites from the Hog Haus, It appeared a clear, light amber and made for a respectable session beer. The flavor was a simple, but tasty, mix of lightly toasted and caramelized malts. There's also a little kick of spicy hops to round this beer out. I imagine it's a pretty agreeable beer in the southern heat."",""{'min': 26, 'hour': 2, 'mday': 8, 'sec': 53, 'year': 2009, 'wday': 1, 'mon': 9, 'isdst': 0, 'yday': 251}"",1252376813,,,,Male,tempest";;;;;;;;;;;;
"19782,6.5,20478,1199,Founders Harvest Ale,American IPA,4.0,4.5,4.5,4.0,4.5,""Found a 4pack on a recent beer excursion.		Pours a cloudy yellow and the head stuck to the glass like there was no tomorrow and its life depended on it. 1/2 inch of head stayed throughout the entire glass.		Smells like fresh picked glorious hops. Looking at the bottle it doesn't say what kind of hops they used, but they are quite citrusy.		The taste is nicely balanced and not overly hopped. Going purely off of smell you would think it would be a hop bomb, but it's not. Very tasty.		All and all it is a very tasty brew (wouldn't expect anything less from Founder's)"",""{'min': 11, 'hour': 0, 'mday': 31, 'sec': 11, 'year': 2008, 'wday': 4, 'mon': 10, 'isdst': 0, 'yday': 305}"",1225411871,1011362647.0,""Nov 24, 1982"",406972800.0,Male,tburkhart";;;;;;;;;;;;
"9358,8.0,59514,23020,Viven Imperial IPA,American Double / Imperial IPA,4.0,4.0,4.5,4.0,4.0,""330ml bottle bought from Beermerchants.com		Poured a dark orange colour with a slight haze... White head poured big, thick and foamy and faded slowly to good thick layer... lots of sticky clingy lacing...		Aroma - Tart fruits to the fore (lemons, limes, grapefruits, sour apples) followed by piney hops, light honey sweetness, nice toastiness, grassy notes, earthy, light biscuit malts, some traces of basil and light coriander, the faintest hint of Belgian yeastiness, some floral traces...		Taste - Strong grapefruit and pine hop bitterness, lots of citrus notes, hint of orange and some apricot, quite grassy, faint sugary sweetness, peppery, quite herbal and earthy, fairly floral, alcohol just coming through at the end..		Feel - Quite sharp and dry. Light body. Very refreshing and drinkable - dangerously so at 8.0%..		Overall - An excellent Belgian take on the DIPA !! Highly recommended !!"",""{'min': 57, 'hour': 12, 'mday': 24, 'sec': 48, 'year': 2010, 'wday': 3, 'mon': 6, 'isdst': 0, 'yday': 175}"",1277384268,1204383847.0,""Oct 12, 1976"",213951600.0,Male,mdagnew";;;;;;;;;;;;
"5064,9.4,33644,14879,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,Russian Imperial Stout,4.0,4.0,4.0,5.0,5.0,""Poured black with not much head and no lacing. Smell and taste were dark fruits and a good roastiness to balance the sweetness, and a hop finish. Velvety smooth on the mouth with perfect carbonation levels. A bomber of this would be perfect for a night of sipping. Great beer."",""{'min': 21, 'hour': 20, 'mday': 26, 'sec': 38, 'year': 2009, 'wday': 6, 'mon': 4, 'isdst': 0, 'yday': 116}"",1240777298,989075047.0,""Aug 9, 1983"",429260400.0,Male,alcstradamus";;;;;;;;;;;;
"21279,8.3,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,4.5,4.5,4.5,5.0,4.5,""Huge thanks to EliteDigger for this beauty!		12 oz. bottle poured into a nonic.		Pours a complete black tar like liquid with no light coming through. Three fingered dark tan head that slowly dies down to a thin lacing that lasts throughout. Stickiness is really good for this style, holds on extremely well. Smell is a sweet sweet caramel malt with a flakey oat scent in the nose as well. Some bready malt seems to tingle too. Taste is a creamy milky caramel flavored coffee with a perfect amount of sugar. I might just take this one to work in the morning. Mouthfeel is full bodied with mild carbonation, very smooth and sweet, great combination. Drinkability is amazing. This style normally fills me up but I couldn't help but have another one after if I had the chance. Definitely get your hands on this one."",""{'min': 11, 'hour': 2, 'mday': 10, 'sec': 53, 'year': 2007, 'wday': 1, 'mon': 7, 'isdst': 0, 'yday': 191}"",1184033513,,,,,BeerTruth";;;;;;;;;;;;
"39042,7.5,1554,568,Okocim Mocne,Euro Strong Lager,3.5,3.5,4.0,4.0,3.5,""Appearance  This one is a very, very light orange in color and clear with a good head that left a little foamy ring on top of the liquid.		Smell  This is grain and booze galore. The grains are sweetened with orange juice. The nose is actually kind of smooth all things considered.		Taste  This is Polish Malt Liquor in a nutshell. The grain is fierce yet smoothed out by the lagering process. The alcohol actually isnt as harsh at the taste as it was in the nose.		Mouthfeel  This one is medium-bodied with a sharp alcohol sensation in the mouth that soothes and doesnt sting. The carbonation is light but lively.		Drinkability  This wasnt as bad as I thought it would be. It beats most American malt liquors all to hell. It really does go down smooth. I like."",""{'min': 55, 'hour': 2, 'mday': 1, 'sec': 19, 'year': 2005, 'wday': 1, 'mon': 2, 'isdst': 0, 'yday': 32}"",1107226519,,,,,RoyalT";;;;;;;;;;;;
"38027,4.7,3824,1417,Monty Python's Holy Grail Ale,English Pale Ale,4.0,4.0,4.0,4.5,3.5,""Poured from a 12 ounce bottle into a half-liter beer glass.		Appearance: The beer pours a golden-yellow color, and good carbonation is visible through the nearly-translucent liquid. The head is creamy-looking, and very mellow.		Smell: Wheaty, but unoffensive. Just slightly sweet with a touch of breadiness.		Taste/Mouthfeel: Fairly bitter with a subtle metallic tone to it. Foams up to be gently chewy, and rinses nearly 100% clean with no bitterness in the aftertaste, just bread.		Drinkability: It's a good beer";" affordable, and slightly different than your average ale.		I bought the beer because I like Monty Python, and I could see a six-pack of this going quite well with a movie marathon. ";"-)"",""{'min': 14, 'hour': 3, 'mday': 7, 'sec': 11, 'year': 2011, 'wday': 0, 'mon': 2, 'isdst': 0, 'yday': 38}"",1297048451,,,,,Lauthaha";;;;;;;;;;
"15967,12.0,17538,1199,Founders Devil Dancer,American Double / Imperial IPA,4.5,4.0,4.0,4.5,4.5,""A-pours bronze/orange with a slight head and heavy lacing (what do you expect with 12%ABV)		S-Not as hoppy as I expected from a triple IPA, but still nice. Good balance of citrusy hops and caramel. I didn't get much of the alcohol in the nose.		T-Again, lighter on the hops than I expected. Very rich, malty flavor that reminded me of meatloaf and gravy in a good way. Finished hoppy and bitter, but still light on the alcohol. I expected a burn with a beer this big, but the balance of malt and hops masks the alcohol well. Or maybe I need to stop drinking all big beers.		M-Thick and sticky. Not terribly bubbly and again, expected more warmth with the 12%.		D-I really liked this beer, though I wouldn't want more than one at a time. It needs to warm up before you really get the full effect of this beer. Once again, Founders is impressive."",""{'min': 51, 'hour': 3, 'mday': 18, 'sec': 1, 'year': 2010, 'wday': 6, 'mon': 7, 'isdst': 0, 'yday': 199}"",1279425061,,,,,roosevelt25";;;;;;;;;;;;
"19202,10.5,21822,1199,Founders Imperial Stout,Russian Imperial Stout,5.0,4.5,4.0,4.0,4.0,""This is a re-review.	I have layed this beer down for 9 months, and am trying it again.		Poured absolutely gorgeous, a viscous black with sturdy lacing and a paper thin head.		The smell is divine, big dark fruits, prunes, baltic malts, and a little coffee.		Taste is coffee, caramel, english bitter toffee, prunes, and brandy, absolutely delightful, and true to it's style.		The mouthfeel is creamy, and smooth with a hefty body to feel right.		Lay this beer down. Young it was too unbalanced, but aged a bit, it becomes more than fantastic."",""{'min': 44, 'hour': 7, 'mday': 3, 'sec': 51, 'year': 2006, 'wday': 6, 'mon': 9, 'isdst': 0, 'yday': 246}"",1157269491,1055775847.0,""Jun 28, 1981"",362559600.0,Male,murrayswine";;;;;;;;;;;;
"31294,9.8,24905,1199,Founders Curmudgeon (Old Ale),Old Ale,3.5,4.5,3.5,4.0,4.0,""bottle in a trade several months back. I think it was from GCurlow but if someone reads this and it's wrong shoot me a BM for correction.		S: It smells so... old! It's just too... old!	Ok, first there is a faint whiff of corn, which dissapeared quickly. Then sweet dark fruits dominate. Pruiny, raisiny, vanilla, bread. booze.		A: Dark orange, almost no head at all. What little there is does make a nice lace though.		T: Maple syrupy, bready, vanilla, really sweet, perhaps a bit too sweet. Not sure if it was oak aged, but it kind of tastes like a bit of oak or age. Booze isn't all that overpowering, more of a warming sensation from the tip of the tongue to the top of the cardiac sphincter.		M/D: Fairly thick and syrupy. Pretty drinkable, but not for sissies. More for the curmudgeon type.		Overall: Complex + pretty tasty. Probably not for everyone, but a good sipper. Not an A+, but not a D- either by any means. (By the way the picture of the bottle on this site has a lovely background, it really brings out the grizzled old man on the bottle)"",""{'min': 38, 'hour': 5, 'mday': 26, 'sec': 36, 'year': 2010, 'wday': 1, 'mon': 1, 'isdst': 0, 'yday': 26}"",1264484316,,,,Male,bret27";;;;;;;;;;;;
"16263,12.0,17538,1199,Founders Devil Dancer,American Double / Imperial IPA,2.0,2.0,3.0,3.5,2.0,""Poured out of a 12oz bottle into a pint glass.		A--cloudy, brown body. no head		S--strong malt smell--no hops?		T--malt and chocolate blast with a resin pine like finish		M--medium		D--alot of alchol but not very much hop/malt balance/ also the flavors are not just as full as an imperial should be."",""{'min': 35, 'hour': 1, 'mday': 23, 'sec': 6, 'year': 2008, 'wday': 1, 'mon': 9, 'isdst': 0, 'yday': 267}"",1222133706,1321452247.0,""Jan 26, 1973"",96883200.0,Male,jneiswender";;;;;;;;;;;;
"38504,4.9,3326,1068,Gilde Pilsener,German Pilsener,3.0,4.0,4.5,4.5,4.0,Odd to find this at the Ironwood Grill in Indiana. Pours a very light peach with a white head. Head goes quick but leaves some decent lacing. Smells very strongly like a pilsener. Fruity and spicy at the same time. Tastes very crisp and fresh. An impressive contrast between the malts on the top and the hops at the end. A nice well rounded Pils. Feels lite and crisp with a great aftertaste. And this is a beer I could pound for a bit. Not a bad brew at all. Very clean and fresh.,""{'min': 44, 'hour': 2, 'mday': 30, 'sec': 21, 'year': 2004, 'wday': 5, 'mon': 10, 'isdst': 0, 'yday': 304}"",1099104261,923756647.0,""Sep 3, 1985"",494578800.0,Male,santoslhalper";;;;;;;;;;;;
"41264,6.6,1324,263,Aecht Schlenkerla Rauchbier Urbock,Rauchbier,4.0,4.0,4.0,4.0,4.5,""A - Mainly drank this one out of the bottle, but a brief look revealed an amber/brown-ish colored beer with an off-white/tan head, like a Marzen, but a bit thicker.		S - Smell is of caramel and molasses, and lots of smoky character! It's almost like a smoked sausage or beef jerky character. As odd as that may sound, it's actually quite pleasant and unoffensive coming from a beer.		T - Taste if of rich, smooth caramel malts w/molasses notes, lots of """"woody"""" character, and an almost meat-like flavor (I think of sausage/brats as I drink it). A very different flavor from what I'm used to, and yet, a quite delicious one! Somehow, the smoke/meat-ish elements blend amazingly well into beer. This is truly for the open-minded beer connoisseurs though.		M - Mouthfeel is medium bodied, and moderately carbonated, yet very smooth and pretty easy to drink.		D - Although it's a bit on the hearty side, I could happily enjoy a couple pints of it.		Overall - This was actually my first time trying a Rauchbier, and I honestly have to say this is a new style I've fallen in love with. However, it's very unique, and will probably come as an acquired taste for many. Nonetheless, something tells me I'll be coming back to this one regularly during the Winter, and enjoying some sausage or bratwursts with it!"",""{'min': 41, 'hour': 6, 'mday': 2, 'sec': 4, 'year': 2010, 'wday': 1, 'mon': 11, 'isdst': 0, 'yday': 306}"",1288680064,,,,,Flightoficarus";;;;;;;;;;;;
"32418,11.2,19960,1199,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout,4.5,4.0,5.0,4.5,5.0,""A good friend (m1ked) recently traded for a few of these and was kind enough to toss one my way. I broke open the bottle tonight I knew I had to write a review as soon as I poured.		A: Oil-like brown/black pour. A ring of head lines my snifter and last throughout drinks.	S: Strong coffee aroma, dark chocolate notes, and a rich roasted malt hint found.	T: Rich dark chocolate carries over and amazes my palate. An overwhelming rich flavor of coffee, but more than welcomed here. 	M: Very smooth and velvety. A lasting flavor and a nice warming alcohol affect.	D: So rich and delicious. I can't believe I had no desire to try this beer. I now wish I had more. This will now be added to my Wants List. Amazing flavor and texture."",""{'min': 24, 'hour': 5, 'mday': 23, 'sec': 58, 'year': 2008, 'wday': 2, 'mon': 4, 'isdst': 0, 'yday': 114}"",1208928298,,,,Male,d0ggnate";;;;;;;;;;;;
"2358,6.0,66818,23246,Pot Kettle Black,American Black Ale,4.0,4.5,4.0,3.5,3.5,""Purchased as part of an order from Slowbeer in Melbourne.		Yep, it pours black, at least, living up to its name, a deep black with just hints of translucent brown at the edges. Head is fine and filmy, leaving sheets of lacing down the inside of the glass. Moderate body. Looks very decent.		Nose. Oh wow, what a nose. In some respects, this epitomises what I imagine of the style. Lovely fresh, slightly fruity, but slightly sharp hops, above a perfectly pitched basis of crushed dark biscuits and grainy malt. It feels like they've struck the perfect balance here. Om nom nom.		Taste is a little more chaotic, giving the grainy, roasted notes without much body to back them up. Hop character is slightly muted as well, but provides a decent green vector of bitterness through the centre. Around the outside, the slightly toasty bread-grain notes rattle about the place, giving a robust portery character. Feel is loose, but pleasant.		A nice beer, and a very good example of the style. I'm still coming to terms with what this style should be, but I feel as though if they were all as good as this, the world would be a happy place."",""{'min': 37, 'hour': 8, 'mday': 6, 'sec': 29, 'year': 2011, 'wday': 2, 'mon': 4, 'isdst': 0, 'yday': 96}"",1302079049,1021475047.0,""Jul 30, 1982"",396860400.0,Male,lacqueredmouse";;;;;;;;;;;;
"1326,3.5,436,163,Amstel Light,Light Lager,2.5,3.0,2.5,3.0,2.5,""heineken light. it pours to a light golden color with a limited head. smells bitter like a heineken. 		the taste is lacking, but it is bitter with some malts to it. it really does not have too little flavor for a light beer, but you know how it goes. the carbonation is also not overpowering which i find pleasing. you can drink it easy."",""{'min': 21, 'hour': 21, 'mday': 3, 'sec': 50, 'year': 2002, 'wday': 6, 'mon': 11, 'isdst': 0, 'yday': 307}"",1036358510,,,,,ElGuapo";;;;;;;;;;;;
"34231,6.5,7348,1199,Founders Porter,American Porter,4.5,4.5,4.0,4.5,4.0,""Poured in a pint glass		A - Black with a little brown head		S - Dark Malts and Rich Chocolate, very nice		T - Lots of roasted malts and very similar to a stout, little carbonation, and chocolate.		M - Full and Creamy, I liked it alot		D - Prolly couldn't put more than 1 of these down in a night but great beer overall."",""{'min': 55, 'hour': 23, 'mday': 14, 'sec': 14, 'year': 2010, 'wday': 6, 'mon': 2, 'isdst': 0, 'yday': 45}"",1266191714,1306249447.0,""Jul 21, 1973"",112086000.0,Male,semibaked";;;;;;;;;;;;
